PmassEU,PradiusEU,PdensityEU,PfluxMeanEU,PteqMeanK,PsurfPressEU,Pmag,PperiodDYS,SmassSU,SradiusSU,SteffK,SluminositySU,SsizefromPlanetDEG
3.72,1.53,1.04,147.6147,881.3,3.9,-23.57,5.64,0.59,0.79,5150,0.389583,8.2694
15.83,4.3,0.2,300.7389,1060.9,3.2,-26.58,5.64,1.03,1.04,5904,1.179076,8.8603
5.68,1.71,1.13,569.16,1244.4,6.4,-25.27,5.65,1.28,1.44,6106,2.586081,11.4034
19.11,2.32,1.53,404.5959,1142.6,29.3,-25.56,5.65,1.12,1.18,6058,1.682561,9.7632
12.05,2.74,0.58,576.2495,1244.9,7,-26.32,5.66,1.13,1.52,5830,2.394701,12.6368
3.86,2.72,0.19,645.6243,1284.2,0.7,-26.42,5.66,1.15,1.58,5912,2.736162,12.9617
5.59,3.06,0.2,305.5045,1065.1,1.1,-25.85,5.66,0.99,1.08,5785,1.172063,9.3024
6.72,1.79,1.17,787.8447,1349.8,7.8,-25.72,5.67,1.29,1.82,5904,3.610921,14.3641
11.62,2.06,1.33,242.6295,1005.5,15.4,-24.74,5.69,1.08,0.96,5888,0.99381,8.0002
4.86,2.92,0.19,130.9583,861.8,0.9,-24.83,5.69,0.72,0.82,5243,0.455866,7.4118
8.1,1.88,1.22,286.713,1048.4,9.9,-24.73,5.7,1.03,1.02,6002,1.211362,8.3701
1.75,1.23,0.94,216.9902,977.8,1.6,-23.5,5.7,1,0.94,5715,0.845689,8.0308
2.17,1.31,0.96,65.4455,724.6,2.1,-22.32,5.71,0.69,0.63,4869,0.200138,6.074
3.88,1.55,1.05,188.5952,944.1,4.1,-23.84,5.71,0.97,0.93,5573,0.748535,7.873
5.4,1.69,1.12,60.3966,710.2,6,-22.79,5.71,0.76,0.7,4598,0.1965,6.5436
247.36,12.4,0.13,416.6611,1149.1,32.1,-29.25,5.72,1.21,1.22,6087,1.845295,9.836
24.64,2.45,1.67,123.029,848.5,41.1,-24.38,5.72,0.89,0.84,5228,0.472923,7.2249
8.29,1.89,1.22,159.5441,905.5,10.1,-24.1,5.72,0.9,0.86,5442,0.581997,7.5937
16.46,2.24,1.46,96.65001,798.8,24.1,-23.92,5.73,0.83,0.73,5145,0.335025,6.6113
3.22,1.47,1.02,27.54818,583.7,3.3,-21.63,5.73,0.58,0.56,4043,0.075176,5.7152
2.17,1.31,0.96,93.75704,792.8,2.1,-22.72,5.73,0.78,0.75,4985,0.311654,6.9367
8.59,1.91,1.23,24.56894,567.2,10.6,-22.08,5.74,0.61,0.57,3930,0.069536,5.7122
7.34,3.34,0.2,209.2763,969,1.4,-25.63,5.74,0.95,0.93,5660,0.796382,8.0408
8.48,1.9,1.23,44.36656,657.5,10.4,-22.72,5.75,0.68,0.65,4346,0.135231,6.2774
4.57,2.87,0.19,161.3027,907.9,0.9,-25.02,5.75,0.91,0.88,5416,0.597819,7.7091
883.87,12.32,0.47,788.5528,1350.1,417.8,-29.93,5.75,1.48,1.76,6180,4.053863,13.1099
317.94,10.42,0.28,224.3232,984.3,89.5,-28.2,5.75,1,0.9,5900,0.880609,7.6785
13.1,4.04,0.2,385.2269,1128.3,2.6,-26.72,5.76,1.06,1.21,5911,1.581221,10.0468
158.97,8.84,0.23,153.2553,896.4,36.6,-27.42,5.76,0.93,0.88,5370,0.577766,7.6436
6.45,1.77,1.16,295.6221,1056.4,7.5,-24.63,5.77,1.02,1.09,5765,1.188271,9.2141
19.94,2.34,1.55,436.7884,1164.7,31,-25.66,5.77,0.99,1.22,6050,1.789085,10.1721
0.32,0.74,0.8,18.90557,531.2,0.3,-19.72,5.77,0.55,0.51,3810,0.049173,5.3311
5.68,1.71,1.13,367.523,1115.5,6.4,-24.79,5.78,0.94,1.3,5512,1.39963,11.2444
5.27,1.68,1.11,606.7764,1264.5,5.9,-25.3,5.79,1.25,1.4,6319,2.803751,10.9925
0.58,0.88,0.84,20.01169,538.8,0.5,-20.18,5.8,0.54,0.5,3903,0.05205,5.2265
18822.05,12.32,10.07,176.6853,928,189453.1,-28.3,5.82,0.86,0.94,5225,0.590868,8.6814
11.47,3.86,0.2,228.4142,990.4,2.3,-26.05,5.83,1.03,0.91,5957,0.935585,7.5829
22.16,2.4,1.61,244.6163,1007.5,35.7,-25.08,5.83,1,1,5754,0.983489,8.4121
25.7,2.48,1.69,351.4807,1103.1,43.6,-25.55,5.84,1.02,1.3,5551,1.439665,10.841
13.85,2.15,1.39,31.45034,603.3,19.3,-22.61,5.84,0.62,0.56,4249,0.091709,5.5287
9.51,1.96,1.26,160.168,906.3,12,-24.18,5.84,0.93,0.86,5515,0.613859,7.4082
12.94,4.02,0.2,357.3623,1107.7,2.6,-26.62,5.85,1.1,1.15,6000,1.537767,9.3529
26.71,2.57,1.57,566.9539,1241.7,42.1,-26.15,5.86,1.2,1.4,6211,2.613192,11.0162
7.12,3.3,0.2,602.4944,1262.2,1.4,-26.76,5.87,1.22,1.59,5920,2.785934,12.4855
3.4,1.49,1.03,36.05379,624.3,3.5,-21.95,5.87,0.65,0.62,4223,0.109688,5.993
3.22,1.47,1.02,261.841,1024.8,3.3,-24.08,5.87,1.03,1.03,5806,1.081614,8.5483
12.72,4,0.2,304.5981,1045.8,2.5,-26.49,5.89,1,1.03,5940,1.182737,9.051
116.68,8.14,0.22,705.1725,1310.9,25.2,-28.91,5.89,1.33,1.48,6489,3.441323,11.3004
2.3,1.33,0.97,431.3506,1161.1,2.2,-24.42,5.89,1.03,1.24,6075,1.878963,10.0251
14.16,4.14,0.2,23.32169,559.9,2.8,-23.71,5.9,0.58,0.53,3900,0.058304,5.6512
25.16,2.46,1.68,193.2828,949.9,42.3,-24.88,5.9,0.92,0.9,5700,0.767139,7.6187
9.13,3.58,0.2,50.7637,680,1.8,-24.24,5.91,0.75,0.7,4590,0.195136,6.0196
2.3,1.33,0.97,172.8876,923.8,2.2,-23.42,5.91,0.87,0.86,5580,0.643315,7.5186
33.05,5.5,0.2,86.18875,776.3,6.6,-25.75,5.91,0.81,0.75,4963,0.306189,6.7096
3.99,1.56,1.06,65.92354,725.9,4.2,-22.71,5.92,0.78,0.72,4713,0.22948,6.5069
37.2,8.96,0.05,149.5107,890.9,1.9,-27.42,5.92,0.91,0.9,5310,0.574719,7.7481
12.15,2.08,1.34,45.41851,661.4,16.3,-22.94,5.93,0.58,0.62,4508,0.142432,5.9028
5.92,3.11,0.2,78.19418,757.6,1.2,-24.41,5.93,0.74,0.68,5018,0.263045,6.2511
8.48,1.9,1.23,231.1255,993.4,10.4,-24.52,5.93,0.97,0.93,5956,0.976505,7.6304
1.75,1.23,0.94,82.46839,767.7,1.6,-22.44,5.94,0.8,0.75,4908,0.29284,6.7111
3.1,2.54,0.19,35.53229,622,0.6,-23.1,5.95,0.65,0.58,4391,0.111429,5.5026
17.55,2.27,1.49,117.8056,839.3,26.2,-24.17,5.95,0.85,0.79,5282,0.435851,6.9257
1.86,1.25,0.94,25.48946,572.4,1.8,-21.2,5.95,0.6,0.57,4002,0.074774,5.6107
4.74,2.9,0.19,165.3713,913.6,0.9,-25.07,5.96,1.02,0.95,5378,0.677361,7.9168
7.89,3.42,0.2,563.8544,1241.5,1.6,-26.76,5.97,1.16,1.45,6142,2.68451,11.2169
19.94,2.34,1.55,748.6289,1332.6,31,-26.25,5.99,1.29,1.65,6237,3.696245,12.539
0.56,0.87,0.84,210.7516,970.7,0.5,-22.72,5.99,0.94,0.99,5564,0.842769,8.3504
6.88,1.8,1.17,443.4215,1169.1,8.1,-25.11,6,1.11,1.27,6090,1.990519,10.1147
6.39,3.19,0.2,351.7921,1103.4,1.3,-26.1,6,1.07,1.14,6021,1.532407,9.2148
12.72,4,0.2,73.28012,745.4,2.5,-24.88,6.01,0.78,0.73,4828,0.259779,6.5374
2.3,1.33,0.97,520.8656,1217.1,2.2,-24.62,6.03,1.12,1.67,5570,2.408483,13.1164
5.66,3.07,0.2,49.11423,674.4,1.1,-23.87,6.03,0.7,0.67,4483,0.162673,6.2072
7.19,3.32,0.2,1341.526,1541.9,1.4,-27.65,6.03,1.28,3.38,5047,6.650533,25.8001
2.04,1.29,0.96,108.1015,821.5,1.9,-22.83,6.04,0.97,0.82,5123,0.415542,7.0527
6.72,1.79,1.17,164.1783,912,7.8,-24.01,6.06,0.79,0.93,5297,0.610908,8.1316
7.21,1.83,1.19,166.8953,915.7,8.5,-24.07,6.08,0.88,0.93,5382,0.651074,7.9414
291.55,10.11,0.28,29.98212,595.3,82.3,-25.94,6.09,0.73,0.66,4503,0.158747,4.8148
7.13,1.82,1.18,44.7308,658.9,8.4,-22.63,6.1,0.7,0.63,4530,0.149956,5.801
0.56,0.87,0.84,277.6492,1040,0.5,-23.02,6.1,0.91,0.94,5466,0.713694,9.935
5.14,1.67,1.11,309.4682,1068.6,5.7,-24.55,6.1,0.89,1.09,5918,1.307503,8.9457
8.96,3.56,0.2,114.5913,833.6,1.8,-25.12,6.1,0.85,0.78,5326,0.439222,6.7179
7.65,3.38,0.2,336.3765,1091.1,1.5,-26.18,6.1,1.1,1.15,5992,1.529582,9.0979
0.71,0.94,0.85,403.9982,1142.2,0.6,-23.59,6.11,1.24,1.23,6191,1.994083,9.3403
1.86,1.25,0.94,872.7726,1384.7,1.8,-25.06,6.11,1.41,1.65,6620,4.691262,12.0156
0.58,0.88,0.84,241.9549,1004.8,0.5,-22.89,6.11,1.02,1.02,5789,1.048345,8.2651
3.99,1.56,1.06,423.7232,1155.9,4.2,-24.74,6.12,1.12,1.26,6090,1.959296,9.8869
0.96,1.03,0.88,527.325,1220.9,0.8,-24.08,6.12,1.22,1.35,6302,2.579117,10.301
680.39,11.76,0.42,1000.794,1409,284.6,-30.14,6.13,1.23,2.31,5600,4.686703,18.5028
12.97,2.12,1.37,406.8763,1144.2,17.7,-25.36,6.15,1.15,1.22,6162,1.92529,9.4623
0.41,0.8,0.82,74.88724,749.5,0.3,-21.38,6.15,0.79,0.74,4868,0.275902,6.5005
0.15,0.82,0.27,264.0608,1027,0,-22.82,6.16,1,1.04,5858,1.142757,8.4326
21.7,2.39,1.6,151.6234,894,34.7,-24.55,6.16,1.43,0.9,5614,0.721879,6.9553
1.65,1.21,0.93,361.3912,1110.8,1.5,-24.01,6.18,1.05,1.18,6003,1.622285,9.3962
21.25,2.37,1.59,110.8858,826.7,33.7,-24.2,6.18,0.86,0.81,5215,0.435389,6.8929
1.27,1.12,0.9,123.1998,848.8,1.1,-22.67,6.19,0.85,0.81,5411,0.504626,6.7486
0.11,0.53,0.76,92.88903,786.1,0.1,-20.75,6.19,0.76,0.75,5046,0.328938,6.7941
1.65,1.21,0.93,84.05643,771.4,1.5,-22.42,6.2,0.86,0.76,4997,0.323113,6.5361
68.62,6.37,0.26,89.25756,783.1,18.2,-26.12,6.21,0.88,0.77,5080,0.354263,6.5169
2.23,1.32,0.97,236.3846,999,2.2,-23.74,6.22,1.01,1.01,5808,1.041452,8.1158
5.82,1.72,1.13,482.9094,1194.3,6.6,-25.1,6.22,1.21,1.32,6261,2.402218,9.9864
3.77,2.7,0.19,527.5407,1220.4,0.7,-26.18,6.24,1.22,1.36,6190,2.436297,10.6872
3.69,1.52,1.04,356.0897,1106.7,3.8,-24.5,6.24,1.1,1.16,6098,1.669381,9.0379
232.1,15.5,0.06,2950.526,1876.1,14.5,-31.87,6.25,1.31,6.3,4550,15.262177,48.1352
15.1,2.2,1.43,85.47361,774.6,21.6,-23.74,6.25,0.81,0.73,5120,0.328561,6.2778
3.05,1.44,1.01,76.4503,753.3,3.1,-22.71,6.26,0.77,0.74,4903,0.283923,6.4746
591.37,11.18,0.42,262.2819,1022.3,250.1,-28.53,6.28,1.2,1.14,5767,1.289732,8.7061
0.41,0.8,0.82,372.8468,1119.5,0.3,-23.13,6.28,1.12,1.23,6022,1.785102,9.484
13.85,2.15,1.39,23.45071,560.6,19.3,-22.29,6.31,0.56,0.53,4096,0.070938,5.1371
5.34,3.01,0.2,102.9503,811.5,1,-24.64,6.31,0.96,0.83,5190,0.448451,6.7056
1.31,1.13,0.91,72.64886,743.8,1.2,-22.12,6.31,0.78,0.74,4862,0.274545,6.4184
5.4,3.02,0.2,224.6531,986.3,1.1,-25.49,6.34,1,0.99,5820,1.008909,7.8789
4.24,2.8,0.19,193.1205,949.7,0.8,-25.16,6.37,0.97,0.95,5700,0.854745,7.6155
4.51,2.86,0.19,211.0392,971,0.9,-25.3,6.39,0.86,1.08,5526,0.975845,8.4717
73.13,7.1,0.2,264.7159,1026.4,14.9,-27.54,6.4,0.88,1.12,5610,1.11475,9.2228
10.17,1.99,1.28,99.98065,805.6,13.1,-23.7,6.4,0.85,0.76,5302,0.409521,6.3316
2.1,1.3,0.96,220.9458,982.2,2,-23.63,6.4,0.93,1.09,5475,0.95781,8.8312
1.98,1.28,0.95,350.8402,1102.6,1.9,-24.1,6.41,1.02,1.18,6003,1.622285,9.2577
9.57,3.64,0.2,230.2329,992.4,1.9,-25.93,6.41,1,1.01,5820,1.050085,7.9763
22.72,2.41,1.62,179.0693,932,36.9,-24.75,6.42,0.95,0.93,5652,0.791889,7.4581
6.1,1.75,1.14,472.8053,1188,7,-25.11,6.42,1.21,1.34,6247,2.453497,9.9256
3.97,2.74,0.19,130.448,861,0.8,-24.69,6.43,0.9,0.85,5413,0.556519,6.9394
4,2.75,0.19,130.1141,860.5,0.8,-24.69,6.43,0.9,0.85,5413,0.556519,6.9305
0.92,1.02,0.87,             ,,0.8,,6.47,,1.01,5479,0.824779,
1.3,2.34,0.1,426.887,1148.3,0.1,-25.66,6.48,1.07,1.34,5952,2.018843,10.5087
7.38,1.84,1.19,100.1631,806,8.8,-23.53,6.48,0.78,0.83,5036,0.397547,7.0254
1.49,1.18,0.92,206.838,966.2,1.4,-23.34,6.48,0.98,0.98,5753,0.943886,7.737
187.63,9.21,0.24,212.2148,972.4,45.1,-27.86,6.49,1,1.01,5726,0.983871,7.9112
2.37,1.34,0.97,53.17009,688,2.3,-22.15,6.49,0.71,0.69,4630,0.196296,6.0546
305.22,10.19,0.29,1729.287,1642.2,87.9,-30.37,6.5,1.68,4.4,5054,11.332774,29.3002
3.49,1.5,1.03,242.7097,1005.6,3.6,-24.05,6.5,1,1.06,5782,1.126714,8.2981
3.57,2.65,0.19,245.3052,1008.3,0.7,-25.31,6.51,0.97,1.02,6033,1.236584,7.6617
17.55,2.27,1.49,154.8074,898.7,26.2,-24.47,6.51,0.94,0.91,5523,0.69131,7.2619
7.42,3.35,0.2,300.0176,1060.3,1.5,-26.03,6.52,1.09,1.14,5971,1.482135,8.6518
11.84,2.07,1.33,99.35427,804.3,15.8,-23.78,6.53,0.74,0.73,5312,0.380687,6.2879
23.12,2.42,1.63,127.7223,856.5,37.8,-24.39,6.53,0.89,0.85,5403,0.552418,6.8919
7.65,3.38,0.2,651.2287,1287,1.5,-26.9,6.56,0.99,1.85,5877,3.663161,13.1743
31.45,5.41,0.2,160.3938,906.7,6.2,-26.4,6.58,0.89,1.04,5180,0.698676,8.405
30.87,5.38,0.2,200.0233,958.1,6.1,-26.62,6.58,1,0.99,5723,0.943312,7.6883
25.7,2.48,1.69,226.4819,988.3,43.6,-25.07,6.62,0.99,1.03,5885,1.141695,7.7369
3.82,2.71,0.19,208.957,968.6,0.7,-25.18,6.63,1.09,0.98,5913,1.053352,7.3608
3.57,2.65,0.19,118.3758,840.4,0.7,-24.51,6.65,0.88,0.84,5355,0.520579,6.7543
1233.61,11.65,0.78,171.3372,918.2,961.9,-28.15,6.67,0.99,1,5485,0.812075,7.7867
13.57,2.14,1.38,67.03485,729,18.8,-23.42,6.67,0.77,0.73,4880,0.271153,6.1197
1.75,1.23,0.94,25.2966,571.4,1.6,-21.15,6.67,0.52,0.55,4208,0.085098,5.0552
13.84,2.15,1.39,43.71327,655.1,19.3,-22.96,6.69,0.7,0.64,4613,0.166412,5.53
1.98,1.28,0.95,95.68608,796.8,1.9,-22.68,6.7,0.82,0.79,5187,0.40533,6.472
1.59,1.2,0.93,12.11522,475.3,1.5,-20.29,6.74,0.52,0.48,3682,0.037993,4.5691
0.45,0.82,0.82,92.0174,789.1,0.4,-21.67,6.74,0.67,0.78,5166,0.388774,6.3983
1.81,1.24,0.94,208.2012,967.8,1.7,-23.47,6.74,1.02,1.03,5733,1.028234,7.8168
3.5,1.5,1.03,63.02405,717.8,3.6,-22.58,6.76,0.79,0.78,4699,0.264771,6.4
0.92,1.02,0.87,446.6963,1171.2,0.8,-23.87,6.76,1.21,1.34,6266,2.483481,9.5884
29.1,4.45,0.33,115.9181,831.9,9.6,-25.63,6.77,0.89,0.85,5320,0.519247,6.8161
1.65,1.21,0.93,89.52924,783.7,1.5,-22.49,6.77,0.98,0.8,5105,0.389989,6.463
7.49,3.36,0.2,133.1584,865.4,1.5,-25.15,6.77,0.89,0.86,5493,0.604123,6.8082
3.62,2.67,0.19,274.593,1037.1,0.7,-25.44,6.77,1.08,1.11,5985,1.418379,8.2377
2670.7,12.72,1.3,971.1529,1421.9,3463.1,-30.23,6.79,1.51,2.05,6395,6.293785,13.5934
0.96,1.03,0.88,237.7704,1000.4,0.8,-23.21,6.79,1.03,1.05,5774,1.09945,8.2359
0.36,0.76,0.81,268.9305,1031.7,0.3,-22.69,6.8,1.07,1.09,6004,1.390266,8.1005
1.4,1.15,0.91,22.52638,555,1.3,-20.88,6.83,0.53,0.52,4204,0.075779,4.7793
0.58,0.88,0.84,             ,,0.5,,6.83,,0.61,4493,0.136049,
298.86,10.16,0.29,716.9834,1295.4,85.3,-29.46,6.84,1.28,1.88,5980,4.055181,13.6721
7.73,1.86,1.2,264.3264,1027.3,9.3,-24.61,6.85,1.03,1.1,5835,1.258458,8.5036
2.44,1.36,0.98,372.078,1118.9,2.4,-24.29,6.85,1.15,1.14,6509,2.092939,8.1071
699.47,13.1,0.31,1142.334,1481.1,217.4,-30.47,6.87,1.48,2.13,6510,7.310936,14.2254
862.25,12.08,0.49,419.634,1152.9,421.3,-29.2,6.87,1.22,1.36,6150,2.391419,9.6499
13.26,2.13,1.38,25.69129,573.6,18.2,-22.36,6.88,0.56,0.56,4258,0.092489,4.9754
3.92,2.73,0.19,341.3134,1095,0.8,-25.73,6.88,1.19,1.19,6236,1.921358,8.46
12.69,2.11,1.36,179.9222,933.1,17.3,-24.46,6.88,0.98,0.97,5698,0.889863,7.3555
7.34,1.3,3.31,443.7721,1165.6,24.3,-24.41,6.89,1.11,1.51,5825,2.364878,11.1105
3.52,2.64,0.19,193.3686,950,0.7,-25.04,6.89,0.97,1.03,5617,0.947506,7.8476
4.31,1.59,1.07,233.7451,996.2,4.6,-24.14,6.89,1.04,1.04,5936,1.204847,7.7255
5.54,1.7,1.12,267.8616,1030.7,6.2,-24.43,6.91,1.01,1.2,5695,1.359024,8.9873
0.68,0.93,0.85,498.038,1203.5,0.6,-23.79,6.91,1.25,1.42,6335,2.913755,9.9059
1.86,1.25,0.94,198.7155,956.5,1.8,-23.44,6.92,0.92,0.96,5816,0.946084,7.4197
4.54,1.61,1.08,49.35358,675.3,4.9,-22.47,6.92,0.75,0.7,4651,0.205718,5.7805
2.58,1.38,0.99,337.4737,1092,2.5,-24.22,6.93,1.11,1.26,5988,1.831294,9.1249
3.47,2.63,0.19,142.3378,880,0.7,-24.69,6.94,1.29,0.9,5526,0.67767,6.9553
2.04,1.29,0.96,239.2671,1002,1.9,-23.7,6.94,1.06,1.08,5892,1.261212,7.9337
108.1,7.97,0.21,197.4886,944.5,23.1,-27.5,6.96,1.01,0.99,5780,0.981458,7.6013
3.82,2.71,0.19,713.3554,1316.7,0.7,-26.52,6.97,1.39,1.65,6561,4.526243,11.0561
2.89,1.42,1,941.0594,1411.1,2.9,-25.41,6.98,1.45,2.17,6179,6.158601,14.3324
0.99,1.04,0.88,227.5891,989.5,0.9,-23.18,6.98,1.05,1.06,5876,1.20179,7.7796
13.84,2.15,1.39,13.67247,489.9,19.3,-21.7,6.99,0.48,0.43,4006,0.042724,4.1002
1.4,1.15,0.91,121.2589,845.4,1.3,-22.72,6.99,0.84,0.8,5631,0.577314,6.1817
12.15,2.08,1.34,60.30046,709.9,16.3,-23.25,6.99,0.78,0.73,4836,0.261505,5.9101
14.63,4.19,0.2,261.7654,1024.8,2.9,-26.37,7,1.1,1.13,5943,1.429123,8.1569
2.17,1.31,0.96,291.7478,1052.9,2.1,-23.96,7.01,1.13,1.2,5930,1.597611,8.6501
2.81,1.41,1,72.49706,743.4,2.8,-22.6,7.01,1,0.79,4910,0.325439,6.2868
7.04,1.81,1.18,324.0158,1080.9,8.3,-24.78,7.01,1.13,1.19,6140,1.805748,8.5027
3.14,1.46,1.02,             ,,3.2,,7.03,,1.04,5774,1.078608,
1.86,1.25,0.94,377.9506,1123.3,1.8,-24.14,7.03,1.19,1.33,6090,2.183043,9.3364
5.1,2.97,0.19,341.4161,1095.1,1,-25.91,7.04,1.16,1.24,6129,1.946667,8.7599
19.97,4.65,0.2,336.0887,1090.8,4,-26.87,7.04,1.15,1.22,6146,1.905372,8.6431
3.68,2.68,0.19,118.967,841.4,0.7,-24.54,7.05,0.89,0.86,5413,0.56969,6.6266
6.93,2.35,0.53,40.83221,644,3.7,-23.09,7.05,0.72,0.65,4613,0.170072,5.3445
0.96,1.03,0.88,24.9494,569.4,0.8,-20.75,7.05,0.53,0.56,4262,0.092837,4.8938
11.37,2.05,1.32,84.64725,772.8,15,-23.58,7.06,0.77,0.81,5078,0.391409,6.3512
16.11,2.23,1.45,105.3911,816.3,23.4,-24,7.06,0.88,0.83,5299,0.487328,6.5082
1.35,1.14,0.91,15.39466,504.6,1.2,-20.45,7.06,0.59,0.48,3944,0.050017,4.4889
3.69,1.52,1.04,418.2644,1152.1,3.8,-24.68,7.06,1.15,1.36,6177,2.415896,9.5474
1.27,1.12,0.9,88.76401,782,1.1,-22.31,7.06,0.82,0.79,5181,0.403458,6.2477
19.17,2.32,1.53,17.89142,524,29.4,-22.16,7.07,0.55,0.49,4127,0.062491,4.4195
2.86,0.58,14.49,61.74284,714.2,41.4,-20.49,7.07,0.81,0.76,4809,0.277164,6.0478
0.66,0.92,0.85,11.68929,471.1,0.6,-19.67,7.1,0.46,0.44,3804,0.036371,4.2046
5.42,1.69,1.12,406.3756,1143.1,6.1,-24.88,7.11,1.11,1.52,5760,2.281744,10.8361
3.59,1.51,1.04,9.959002,452.6,3.7,-20.58,7.11,0.51,0.48,3568,0.033502,4.4114
422.86,10.74,0.34,204.1809,959.9,144.2,-28.17,7.13,1.02,1.08,5666,1.078558,7.9602
4.19,1.71,0.83,439.6593,1166.6,3.5,-24.99,7.13,1.1,1.5,5915,2.471106,10.678
4.45,1.31,1.98,277.0645,1039.4,8.8,-23.9,7.13,1.28,1.16,5873,1.436302,8.5939
2.17,1.31,0.96,861.2615,1380.2,2.1,-25.14,7.13,1.45,2,6339,5.794724,13.0219
130.36,9.74,0.14,56.89802,699.7,18.4,-26.55,7.13,0.8,0.74,4775,0.255415,5.8885
11.62,2.06,1.33,143.1425,881.2,15.4,-24.17,7.14,0.92,0.9,5596,0.712665,6.8014
17.55,2.27,1.49,87.65173,779.5,26.2,-23.85,7.16,0.8,0.81,5160,0.41731,6.2591
5.4,1.69,1.12,555.9828,1237.1,6,-25.22,7.17,1.3,1.55,6350,3.504678,10.4183
12.42,2.09,1.35,240.5812,1003.4,16.8,-24.77,7.19,0.95,1.06,6053,1.353269,7.5373
6.56,1.78,1.16,238.8404,1001.5,7.6,-24.41,7.19,1.06,1.09,5932,1.319919,7.8199
5.6,1.71,1.12,5.418015,387.5,6.3,-20.19,7.2,0.33,0.35,3350,0.0137,3.7066
3.34,2.6,0.19,2.294977,313.6,0.6,-20.16,7.2,0.15,0.17,3415,0.003527,2.3113
3.72,2.69,0.19,17.57965,521.7,0.7,-22.46,7.2,0.55,0.53,3974,0.062857,4.7248
9.94,3.68,0.2,114.6577,833.7,2,-25.19,7.2,0.87,0.84,5445,0.556468,6.4291
8.54,3.51,0.2,279.7903,1042,1.7,-26.06,7.21,1.17,1.11,6224,1.658877,7.6881
10.17,1.99,1.28,119.3944,842.2,13.1,-23.9,7.23,0.93,0.87,5473,0.609299,6.4936
20.36,2.35,1.57,62.40641,716.1,31.9,-23.55,7.24,0.82,0.72,4954,0.280142,5.7292
2.58,1.38,0.99,108.87,822.9,2.5,-22.99,7.24,0.93,0.84,5444,0.556059,6.2668
7.04,3.29,0.2,460.1493,1180,1.4,-26.46,7.26,1.21,1.59,5933,2.810487,10.8584
49.09,6.26,0.2,185.2339,939.9,9.8,-26.87,7.26,1.01,1.01,5754,1.003257,7.3186
6.1,1.75,1.14,225.9471,987.7,7,-24.3,7.26,1.04,1.07,5904,1.248081,7.678
2.37,1.34,0.97,11.05997,464.6,2.3,-20.44,7.27,0.48,0.47,3788,0.041154,4.1244
2.77,1.41,1,64.12962,704.7,2.8,-22.52,7.28,0.7,0.64,5150,0.256376,5.5608
26.99,5.14,0.2,133.2021,865.5,5.4,-26.08,7.28,0.94,0.91,5520,0.689809,6.7428
13.26,2.13,1.38,647.0396,1284.9,18.2,-25.88,7.32,1.38,1.63,6541,4.363568,10.5928
216.2,14.78,0.07,137.3057,858.3,14.5,-28.47,7.34,1.02,0.91,5945,0.928069,6.0296
4.77,1.64,1.09,131.2628,862.3,5.2,-23.57,7.34,0.92,0.89,5557,0.677691,6.6046
5.3,1.68,1.11,6.446419,405.8,5.9,-20.34,7.37,0.48,0.39,3600,0.023178,3.5003
9.94,3.68,0.2,142.1671,879.7,2,-25.43,7.38,0.95,0.94,5560,0.757608,6.8663
5.4,1.69,1.12,202.2184,960.7,6,-24.11,7.38,0.95,1.02,5829,1.077622,7.4515
2.51,1.37,0.98,50.30195,678.5,2.5,-22.13,7.41,0.76,0.7,4796,0.232596,5.488
0.86,1,0.87,128.3374,857.5,0.7,-22.46,7.41,0.87,0.88,5524,0.646949,6.6088
25.7,2.48,1.69,180.4501,933.8,43.6,-24.82,7.41,0.98,0.99,5785,0.984858,7.1461
3.02,2.52,0.19,232.7558,995.1,0.6,-25.14,7.41,1.07,1.1,5934,1.346063,7.7143
2.73,1.4,0.99,21.41172,548,2.7,-21.25,7.42,0.53,0.52,4257,0.079673,4.5441
0.32,0.74,0.8,32.58208,608.7,0.3,-20.31,7.42,0.59,0.62,4504,0.141928,5.0078
6.39,3.19,0.2,1012.76,1437.2,1.3,-27.26,7.42,1.22,3.57,4940,6.809796,23.3629
4.86,2.92,0.19,345.5828,1098.5,0.9,-25.89,7.43,1.19,1.28,6186,2.152531,8.6513
3.69,1.52,1.04,184.6323,939.1,3.8,-23.78,7.43,1,0.99,5842,1.024251,7.088
1.92,1.27,0.95,353.6753,1104.8,1.8,-24.09,7.44,1.19,1.29,6202,2.209003,8.707
2.65,1.39,0.99,339.7957,1093.8,2.6,-24.25,7.47,1.03,1.31,6092,2.120665,8.8457
1.49,1.18,0.92,295.9748,1056.7,1.4,-23.74,7.47,1.21,1.21,6149,1.877927,8.102
3.19,2.56,0.19,77.06085,754.8,0.6,-23.97,7.49,0.8,0.8,5100,0.388464,6.0074
24.51,2.45,1.67,213.5892,974,40.8,-24.98,7.5,1.05,1.06,5922,1.239867,7.4194
0.48,0.84,0.83,465.7214,1179.1,0.4,-23.5,7.51,1.35,1.57,6152,3.167776,10.2086
9.51,1.96,1.26,154.7596,898.6,12,-24.14,7.52,0.86,1.09,5274,0.824714,7.9636
5.4,1.69,1.12,312.3111,1071,6,-24.59,7.54,1.23,1.49,5593,1.949134,10.0641
2.97,2.51,0.19,131.8837,863.4,0.6,-24.51,7.56,0.94,0.92,5547,0.718949,6.6441
2.89,1.42,1,173.994,925.3,2.9,-23.57,7.56,1.01,1,5771,0.995163,7.051
